Word/Sentence,Valence,Arousal
"War is hell, he says, and when it was over, he wanted to come home and rejoin his young family and not dwell on it.",0.44999999999999996,0.525
mind,0.7125,0.50625
uszkodzony,0.30500000000000005,0.4949999999999999
młot kowalski,0.5074999999999998,0.36749999999999994
It’s a dumb idea.,0.345,0.5
heel,0.45375,0.44375
It gives an overview of Macau’s history and its daily life and traditions.,0.5,0.44999999999999996
agent,0.513625,0.4425
PM: Havana deal a good experiment,0.575,0.44999999999999996
He is weak-willed and not particularly useful.,0.375,0.55
May God help us all.,0.375,0.55
"Here’s what I need you to do, to make sure we prevail: First, I need you to sign and return your Petition to the U.S. Secretary of Agriculture.",0.5425,0.5825
Champion Murray too good for Kim,0.5,0.475
I know that Augie. Really I do.,0.25,0.375
lejanía,0.3,0.55625
sumtyms love jaz aint enaf .. haha,0.5625,0.1875
roes,0.32421875,0.205078125
"Thank you all for the kind birthday wishes!  I am so lucky to have such wonderful family and friends.  Now, you will have to excuse me because I have a date with Tom Brady in 17 minutes ;)",0.8125,0.4375
sun,0.8086249999999999,0.6515000000000001
ruedo,0.4625,0.60625
kneel,0.518375,0.431875
keu,0.3913934426229513,0.33196721311475375
pesky,0.39375000000000004,0.41500000000000004
beak,0.482125,0.253625
enlace,0.61875,0.55
escondrijo,0.58125,0.575
lotaria,0.7291666666666666,0.6275510204081631
aplasta,0.31875,0.63125
polish,0.6041249999999999,0.35712499999999997
aptitud,0.76875,0.525
Canete wins inaugural Joburg Open,0.6,0.44999999999999996
dostać,0.6849999999999999,0.355
"Primerica, as expected, also acquired certain assets of the agency and assumed certain of its liabilities.",0.5,0.4
electricista,0.5125,0.44375
jagoda,0.6475,0.25499999999999995
Writing about an idea frees me of it - Connie,0.5,0.0
I wonder if they can hear us talk?  Or feel the vibrations in the sand when we move around?,0.75,0.5
organist,0.58375,0.15625
beige,0.369140625,0.265625
"Traders followed in his wake, setting up bases in several parts of the Pearl River estuary.",0.5,0.42500000000000004
” whose feelings of sexual attraction are for the opposite sex”,0.5,0.525
Taste,0.505859375,0.131048375
"Another evening, another chandeliered room, another swirl of conversations and dances and hor d'oevres.",0.575,0.575
"For example, the fifth string quartet.",0.5,0.39249999999999996
argumentar,0.7,0.55625
waitress,0.601625,0.340875
Bummer...my Cowboys.....,0.3125,0.1875
"Jonah, Jonah Please Hurry Up And Come. So Mommy Can Fit Inbetween The Counter And Refriderator",0.4375,0.0625
she had been frozen to death on the last evening of the year;,0.10416666666666666,0.5625
transcribir,0.4625,0.4625
estética,0.725,0.65625
penalità,0.22395833333333331,0.6875
I've been trying to work this backwards but I can't seem to pinpoint the moment when we took a turn for the worse.  You were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.,0.25,0.625
"local business in- in the area and I can't- I can't get anything.  Like, nobody -",0.333325,0.583325
possum,0.3425,0.375
melodie,0.548828125,0.40625
zmienny,0.43999999999999995,0.36
"has just rushed to my head, and I, and I mean honestly.",0.75,0.625
granizar,0.49375,0.53125
decímetro,0.49375,0.4375
incense,0.59875,0.36875
propana,0.5,0.555
pogardliwy,0.23750000000000004,0.5025000000000002
geographic,0.65125,0.25625
envidiable,0.40625,0.7125
And that’s where you can help.,0.5725,0.6075
indemne,0.59625,0.47875
odzwierciedlać,0.5525,0.35749999999999993
inmovilismo,0.35,0.39375000000000004
tumor,0.056640625,0.48828125
juichen,0.607421875,0.603515625
Donald and Goydos share Sony lead,0.555,0.47250000000000003
varen,0.453125,0.404296875
parir,0.71875,0.86875
"In the first place, your mother as much as told me to go.",0.5,0.4375
autorización,0.5625,0.56875
tumor,0.13124999999999998,0.54125
moción,0.45375,0.57
Ever since 1957 the Canton Trade Fair (officially the Chinese Export Commodities Fair) has attracted throngs of international business people every spring and autumn.,0.5625,0.53
oasis,0.875,0.49375
"She's faithful as a rock, don't you know. In my worst moments I can think of her-",0.25,0.75
incómodo,0.305921052631579,0.6428571428571428
laborioso,0.525,0.625
illness,0.11875,0.51375
"Like, you know like police officers, like--kind of heavyset guys. Mustaches, yeah. It's that kind of-",0.5,0.375
I have enclosed a pledge card for your convenience.,0.575,0.5
explore,0.75,0.38125
"Well, yea you know, I get my resumes and I mean I-",0.5,0.5
refrigerator,0.595,0.28125
satyna,0.6096938775510203,0.2831632653061225
"So, would you want to?",0.5,0.5
"And while there was no profit this year from discontinued operations, last year they contributed #34 million, before tax.",0.525,0.475
"He may be more famous than you.""",0.475,0.42500000000000004
flock,0.53125,0.31
guur,0.21169354838709625,0.37708333333333377
faro,0.63125,0.32875
classmate,0.61875,0.29
encanto,0.8000000000000002,0.4754901960784311
"June 6, 2000",0.5,0.44999999999999996
wealth,0.79125,0.53
"This void function will be called nestEnter(), and will take in no inputs.",0.5,0.4
rosada,0.68125,0.42500000000000004
boue ,0.32432432432432434,0.27702702702702703
'Cause that's roughly how much the bag plus all its contents was worth.,0.375,0.5
I want to ask her to marry me.,0.625,0.39583750000000006
"Hong Kong Life is published by the Hong Kong Standard on Sunday, and the South China Morning Post has an entertainment section on Friday.",0.5,0.42500000000000004
YANKEES WIN!!!!,0.6875,0.875
procesionaria,0.3525,0.605
"Love never dies a natural death. It dies because we don't know how to replenish it's source. It dies of blindness and errors and betrayals. It dies of illness and wounds, it dies of weariness",0.25,0.125
detallar,0.6625,0.45625000000000004
Ahorn,0.552734375,0.20039687499999997
commentary,0.5625,0.3125
pint (beer),0.5928749999999999,0.47862499999999997
Imagine the difference the community could make if each congregation pledged its support of one Big Sisters match!,0.725,0.65
"He's a free agent now and tonight he made his decision about which team he's going to play for in a very public manner, with a live announcement on ESPN.",0.5,0.6
père,0.7162162162162162,0.6081081081081081
cement,0.4525,0.285
zagadka,0.6475,0.4550000000000002
"Additionally, there is a reluctance to share the data required for accurate emissions measurement due to perceived potential risks, possibly related to future regulatory concerns.",0.44999999999999996,0.44999999999999996
I can't-,0.125,0.375
śnieg,0.64,0.3325
"Ready for my walk to work, i am always much happier than all the people in there cars....aggressive :)",0.625,0.25
rite,0.5725,0.3625
"""the boy I put into the tree.""",0.6136363636363636,0.46590909090909094
"but yes -- the poor, sick dog was saying.",0.345,0.5
desentrañar,0.53125,0.6125
workup,0.47624999999999995,0.48124999999999996
corneta,0.46499999999999997,0.5
From inside the vast atrium you can view the whole structure as well as the mechanical workings of the building.,0.525,0.475
prześwietlać,0.4674999999999998,0.325
deal,0.6425,0.3625
Glimpses of elegant rooms down the branching hallways; music; voices; the aroma of real food.,0.6,0.575
Commentary: Minutemen have a right to be idiotic,0.44499999999999995,0.61
podejrzenie,0.33928571428571425,0.48750000000000004
waddle,0.4625,0.305
prognosis,0.35375,0.45875
sweeten,0.6575,0.46375
Tengen Toppa Gurren Lagann... it will make any day better,0.5625,0.0625
passie,0.63671875,0.609375
You’ll be part of a team that’s already,0.5675,0.45499999999999996
pop,0.63125,0.43125
domesticated,0.6025,0.33375
Gebälk,0.505859375,0.19444450000000002
implicar,0.4625,0.65625
gang,0.361328125,0.283203125
I just don't think I can do this anymore.  It's been a really long time and it's not like I'm not trying.,0.25,0.5
rang,0.353515625,0.3359375
calabaza,0.50625,0.48124999999999996
elección,0.61875,0.66875
majesty,0.7325,0.4625
figa,0.535,0.3
avenge,0.38125,0.66875
cocina,0.66,0.485
Mary Roth Executive Director,0.5,0.4
archiduque,0.43374999999999997,0.49375
salute,0.75,0.390625
chapa,0.45625000000000004,0.475
gargle,0.5125,0.31
"He stood in front of a blue light, so I couldn’t see him clearly, but what I saw was memorable.",0.55,0.6
harto,0.15625,0.74375
pretexto,0.38749999999999996,0.5
The highway patrol was just bound to come by then.,0.525,0.525
"Chmury, które widzimy na niebie, to drobinki wody unoszące się w powietrzu.",0.62,0.185
Market prices per tael (34 grams/1.,0.5,0.5
delicioso,0.80625,0.53125
cocción,0.57625,0.48124999999999996
marry,0.74625,0.62125
radiactividad,0.21875,0.775
cricket (insect),0.4463750000000001,0.246375
move,0.5451250000000001,0.489
pièce ,0.6351351351351351,0.3277027027027027
"During the 19th century, the center of iron manufacturing had gradually shifted from the far East Coast (Massachusetts and Eastern Pennsylvania) to the Ohio Valley Pittsburgh regions of the Northeast, including the Mahoning Valley and the Hanging Rock region of Ohio and Kentucky.",0.5,0.5
Szwecja,0.6400000000000001,0.275
prefix,0.5,0.25
civics,0.54125,0.35625
"After Maureen's job coach taught her how to do her job in a restaurant, we helped Maureen step out of the shadow sometimes cast over people with physical and mental disabilities and find a fulfilling job smack dab in the middle of society.",0.6075,0.5725
infinita,0.725,0.55
coaster,0.56,0.29875
gunman,0.25,0.5775
oziębły,0.27999999999999997,0.42000000000000004
juventud,0.875,0.52875
extraterrestrial,0.575,0.6075
"Oh, This is very interesting.  We- we might get a splendid debate going about this intemperate tots.",0.25,1.0
Edwards' campaign blogger quits amid Catholic controversy,0.42500000000000004,0.575
I mean it's not like this is an,0.125,0.875
cheerful,0.875,0.646375
She's not Larry's girl. She knows that.,0.25,0.625
womanhood,0.61125,0.4675
verloren,0.19921875,0.3203125
registry,0.45999999999999996,0.315
procreation,0.5175,0.63
visto,0.54375,0.44375
assustado,0.2670454545454546,0.59375
"I'll get out.  I'll get married and I'll move somewhere else, maybe New York.",0.5,0.416675
"Oh, the numbers look good, but when you dig a little deeper a different picture emerges.",0.5,0.475
basilical,0.44499999999999995,0.485
convict,0.14287500000000003,0.556875
I think not!,0.375,0.725
majątek,0.6925000000000002,0.5049999999999999
calumnia,0.21250000000000002,0.7125
"Well, get used to it.",0.75,0.375
oprecht,0.638671875,0.37890625
"An hour later, the paper's circulation manager, Miguel Soler, was shot and killed near his home.",0.25,0.545
threat,0.20375,0.69625
dorado,0.675,0.45625000000000004
judicial,0.38125,0.68125
beurt,0.400390625,0.3828125
She said education's a sledgehammer.,0.375,0.475
quicksand,0.3275,0.4275
aire,0.7225,0.29375
It leaves a hole for you too.,0.375,0.5
mordować,0.10249999999999998,0.6649999999999999
mel,0.6392045454545454,0.3939393939393939
enjoy,0.83375,0.5
mount,0.53075,0.5
attribute,0.61075,0.4375
caqui,0.54375,0.39375000000000004
It's been a Stevie Wonder kind of week. :D,0.625,0.25
aseverar,0.43000000000000005,0.53625
jade,0.65625,0.30375
"But he ignores emissions of carbon dioxide, the main global warming gas.",0.42500000000000004,0.5
libellule,0.6554054054054054,0.3344594594594595
need,0.55625,0.33375
put,0.51125,0.3575
stukać,0.4700000000000001,0.3900000000000001
electorado,0.48750000000000004,0.6
muze,0.5317796610169487,0.366803278688525
Also check out Star Computer City in the Star House near the Star Ferry terminal.,0.55,0.525
"Listen, shut your smug mouth, okay?  I don't need that.",0.0,0.875
"Is not supposed to like anything.  We come down here, we look at the fish, they arrive, we go woo-ah fish.",0.25,0.625
daad,0.40625,0.498046875
fiddler,0.5775,0.35875
Triumph,0.677419375,0.6626983750000001
boer,0.359375,0.4384920634920637
année,0.4831081081081081,0.3547297297297297
fruitless,0.24375000000000002,0.28125
subdivision,0.4675,0.28125
But he couldn't pull himself free.,0.39583333333333337,0.6458333333333334
"Your special donation today is absolutely critical, because many of Alaska’s politicians clearly have anti-wolf agendas.",0.475,0.55
"Through the dark, I could see three bolts left in the wall from where they’d taken down the crucifix.",0.475,0.475
pedofilia,0.0325,0.79375
Right now.,0.46499999999999997,0.5
"has 167 friends and hasnt even had a fb for a whole day, kinda tight",0.5625,0.0
furtiva,0.3625,0.675
nauseous,0.11875,0.39749999999999996
"It hurts us especially now to see a scrawny dog . . . a wet, starving kitten .",0.175,0.65
cabinet,0.496375,0.268375
zmieszanie,0.3449999999999998,0.42999999999999994
gruis,0.275390625,0.27217741935483875
rayon,0.37244897959183626,0.29
kłębek,0.55,0.3225
contemplar,0.75625,0.40625
deska,0.5075,0.24499999999999994
"While both stories each characterize Madame White Snake fairly consistently within their narratives, the uneven characterization in film noir perhaps mirrors the evolution of her character over time: readers may not be sure whether she is a pure villainess or whether she is a good wife who is badly treated by society, because there is evidence of both throughout her legend.",0.53,0.53
"Please consider joining the Chairman's Roundtable with a gift of $1,000.",0.5725,0.535
Let me show you the rest.,0.5,0.44499999999999995
"It’s time to tell the USDA, in no uncertain terms:",0.5,0.47250000000000003
arbitrio,0.51125,0.42874999999999996
"Thanks everyone for the birthday messages.  It means a lot, but a lot of money would mean even more.  So send me money.  I will accept cash, check, credit card (only Master Card), and gold.",0.5625,0.125
"Though he has “always kind of fantasized about getting married [to a female],” these feelings come from his “romantic side, which is different from the sexual side” (Woods).",0.555,0.64
Then it jumped the shark with the Tom Cruise-Brad Pitt movie (based on the Anne Rice novel) in 1994.,0.5,0.5
"The lawsuits have attacked items such as commonsense safeguards that require a face-to-face transaction (needed for I.D. checks) to buy alcohol"" In fact, face-to-face transactions are not needed for I.D checks.",0.475,0.55
Best of the Chicago Auto Show,0.6,0.475
yanqui,0.45625000000000004,0.6775
guidebook,0.615,0.22249999999999998
Fifty- fifty dollars? Come on you have got to be joking.,0.375,0.875
safe,0.83825,0.489
conteúdo,0.5638297872340425,0.3295454545454546
opisywanie,0.55,0.2600000000000001
serve,0.545,0.3375
tkać,0.5375,0.29
belonen,0.59765625,0.494140625
ineficiente,0.24375000000000002,0.6125
aunt,0.695,0.21375
first,0.79125,0.48750000000000004
unemployed,0.20875,0.5325
satijn,0.501953125,0.23828125
closure,0.625,0.40525
alterar,0.29375,0.70625
trumpet,0.62875,0.39625
An iPhone by any other name? Surely not,0.525,0.575
wandel,0.455078125,0.345238095238095
last,0.20703125,0.400390625
Rowdy fans ejected from the Open,0.44999999999999996,0.6
I think I have spent more than 90% of time for others and less than 1% for myself. And slowly I am realizing that almost everyone in this world has almost the same statistics. It feels good as I am not the only victim but it also compells me to think if this is the ideal way of living life!,0.4375,0.5
"That, combined with the formation of the Nevada Gaming Control Board, would signal the beginning of the end for heavy mob influence in the city.",0.5,0.5
fornicate,0.45875,0.55375
"had a fun time at the corn maze tonight, and glad to not have spent his Sat. night at time.",0.625,0.0625
almíbar,0.6875,0.44375
proponer,0.8,0.6375
dizzy,0.2675,0.45875
estructuración,0.60625,0.4375
ragged,0.4,0.525
insulto,0.17708333333333331,0.6875
paridad,0.57125,0.46375
"He didn’t move, just stared and held his drink.",0.475,0.375
virtude,0.7865384615384614,0.29716981132075476
researcher,0.5875,0.23249999999999998
"In spite of that, Pleasant Run Children's Homes, with the help of hundreds of volunteers and others who really care, continues to make a significant impact on the futures of families and kids in need of help.",0.6425,0.5
Okay. Calm yourself. Just calm yourself.,0.25,0.5
discípulo,0.45625000000000004,0.46875
wraakzuchtig,0.115234375,0.5625
amateur,0.39337500000000003,0.353
Eye on cosmos is lost to short circuit on hubble,0.42500000000000004,0.525
monk,0.48750000000000004,0.20124999999999998
"Because you are an organization that cares, you are invited to become an integral part of this fabulous event by becoming a corporate sponsor for JCC Auction '99.",0.55,0.44999999999999996
ferite,0.22395833333333331,0.7864583333333334
pełen nadziei,0.7975000000000001,0.42500000000000027
"Its cereal division realized higher operating profit on volume increases, but also spent more on promotion.",0.5,0.44999999999999996
Then it's not just my business.,0.5,0.583325
compelling,0.625,0.5175
navalha,0.3032407407407408,0.6428571428571427
estable,0.7625,0.29375
eccentric,0.640625,0.6875
"For instance, one time it'd been raining several days.  And this kid came to me and gave me his last pair of dry socks; put them in my pocket.  That's only a little thing, but that's the kind of guys I had.",0.25,0.5
migraine,0.21000000000000002,0.495
He's getting just like after he died.  What is the meaning of that?,0.25,0.375
maleta,0.675,0.55625
valley,0.643375,0.382375
haber,0.59375,0.44999999999999996
collado,0.5175,0.46125000000000005
trot,0.57875,0.5125
uprowadzenie,0.2425,0.525
triste,0.12777777777777782,0.5499999999999998
may,0.56875,0.27375
boicot,0.2375,0.76375
headache,0.15250000000000002,0.40874999999999995
caliente,0.70625,0.525
głośno,0.4175000000000004,0.5275000000000001
"The second theme is tranquil and harmonically simple, which is in stark contrast to the first theme.",0.535,0.46499999999999997
alegro,0.76875,0.59875
escala,0.5125,0.44375
club (tool),0.341875,0.345625
Europe's follies?,0.44999999999999996,0.42500000000000004
zadel,0.400390625,0.298828125
shoplifting,0.24375000000000002,0.41500000000000004
pontificia,0.44999999999999996,0.47375
training,0.52375,0.38749999999999996
hairspray,0.52625,0.20625
close (stairwell),0.48487499999999994,0.29924999999999996
disimulo,0.50625,0.44375
"Macau’s own currency, the pataca, is pegged to the Hong Kong dollar, and you can use your Hong Kong currency freely in Macau.",0.575,0.42500000000000004
repudiar,0.13874999999999998,0.65625
ininterrumpida,0.46875,0.5625
"""It is only the heat of the weather,""",0.6458333333333334,0.45833333333333337
"The number and severity of terrorist attacks worldwide has increased dramatically, as has the number of active terrorists.",0.32499999999999996,0.525
forearm,0.5725,0.34375
marteling,0.06640625,0.603515625
I plan to take a (Daytime) tour of these decaying areas especially the old factories.,0.44999999999999996,0.55
mees,0.423828125,0.3586065573770488
correspondence,0.69875,0.50625
"is exausted...people,dogs,crabby cat, kid that needs a spare set of keys...i need a vacation!",0.375,0.375
sprawa,0.52,0.3125
goodwill,0.68375,0.49375
cuerpo,0.585,0.60375
rehabilitación,0.55,0.51875
scientific,0.6786249999999999,0.525
Please take a few minutes to mail a donation to Pleasant run.,0.5625,0.53
tromperie,0.09090909090909091,0.7646103896103896
nazismo,0.04999999999999999,0.8
menos,0.30625,0.4625
antonomasia,0.48124999999999996,0.5
"Yea, but that moment on the beach is the highlight of their little lives. I mean all that flopping is laying eggs or what do you, mating or spotting or something like that.",0.5,0.75
Do you know how long I've been working here? How long have you lived in California?,0.0,0.875
macho,0.4299999999999998,0.515
"""This fellow too might have done a wiser thing than lose his life in this way!""",0.5208333333333334,0.625
worden,0.451171875,0.41796875
integración,0.6625,0.525
computer,0.73,0.49
moeda,0.6250000000000001,0.4305555555555556
morfina,0.36875,0.5125
"""And in the end, it's not the years in your life that count. It's the life in your years.""",0.5,0.125
However I believe the real cause of that row was Peter Burden.,0.4375,0.375
glimlach,0.6328125,0.439453125
"Człowiek może znieść wiele cierpień, bo wie, że w końcu może nadejść ulga.",0.5475,0.44125000000000003
picota,0.66875,0.47375
przyzwoitość,0.6649999999999998,0.31999999999999995
krwisty,0.39249999999999985,0.5175000000000001
"That's right.  Um, so U.S.C. is a really nice school.",0.5,0.5
mulino,0.6822916666666666,0.3020833333333333
I've walked away already.  I'm not here anymore.,0.25,0.5
The science of love ... and lust,0.5825,0.5275
"Okay, school being out isn't so bad...... been able to sleep 3 extra hours is AWESOME! Getting up @ 8 am is better than 5!",0.6875,0.625
abrigado,0.6325,0.3044871794871795
tipper,0.53125,0.34125
"said the bullfrog, puffing himself up even larger.",0.5,0.5416666666666666
Well I got an idea but what's the story?,0.25,0.625
course (class),0.5586249999999999,0.39925
sanctuary,0.75625,0.20500000000000002
embark,0.61125,0.4125
pickle,0.482125,0.3125
"""Would you permit me to do one of you?",0.525,0.5
"A short time later, the Community Youth Mapping Project sent 55 young people out into the community to identify the resources they need to grow up well: caring adults, safe places to go, and positive things to do.",0.575,0.525
"In its center, under a spearing, white light, was a golden table draped with a blue velvet cloth, on which lay a gray, plum-sized rock.",0.525,0.55
corresponsal,0.50625,0.5
I need you to believe with me; I can't stand all alone.,0.16667500000000002,0.666675
útero,0.575,0.525
"I don't care what you do.  See, you could paint your body bright green and and run naked through the Place Vendome and run with every man in the world and I shan't say a word.  As long as I know that you love me best.",0.875,0.875
cerf-volant,0.6148648648648649,0.3716216216216216
cigarette,0.315,0.3275
łowić ryby,0.5775000000000001,0.23499999999999993
olvido,0.2375,0.50625
ejecutar,0.4,0.7125
Ordinary no...really don't think so ...not a love this true..A common destiny ...we were meant to be ..Me & you'...  like a perfect scene from a movie screen..we're a dream come true...suited perfectly..for eternity ...Me & you' ..Everyday !!I need you even more & the night times too...Theres no way I could ever let chu goooo... even if I wanted tooo...everyday I live I try my best to give all i have to you',0.8125,0.3125
classical,0.72375,0.34375
Can we do something else?  Can you tell them that you just had two kids?,0.125,0.625
"But neither of us care to dwell on such boring subjects, do we?",0.535,0.5
fina,0.66875,0.46875
crust,0.4882500000000001,0.25737499999999996
carnet ,0.43243243243243246,0.2533783783783784
odwilż,0.4849999999999999,0.30250000000000005
"Yeah, they do. Okay.  But it's fish who do something none of the other fish do; like the swallows are returning to Capistrano; or the lemmings throwing themselves off the cliffs, like that.",0.5,0.5
HPV vaccination stirs heated debate in America,0.5,0.525
"Now, I'm not saying the service before my camera-flash was bad, because it was awesome.",0.7,0.65
tributaria,0.35,0.55
NEWS24        Oxo are introducing a new white Oxo cube with a red cross in        support         of the England team.  It's called the Laughing Stock        All future England matches have been moved to the Gay Adult        Channel.         Apparently the sight of 11 arseholes getting hammered for 90        minutes         was far too explicit for ITV,0.375,0.125
Did I ever tell you about them?”,0.5,0.4575
aprisa,0.47375,0.65
beta,0.56875,0.325
altruizm,0.6770833333333333,0.33418367346938765
fort,0.5688775510204082,0.3525
huracán,0.19374999999999998,0.81
"Well then, when I showed them my I.D. before and I said I had to get a new I.D, why didn't they tell me to fill out the right form?",0.25,0.75
therapy,0.654375,0.46787500000000004
I just-- I,0.25,0.25
alegra,0.8999999999999999,0.625
devil,0.15625,0.6132500000000001
archangel,0.78375,0.39875000000000005
I haven’t had a vampire here since you and – ” Nepthys shot a wicked look at him.,0.44999999999999996,0.575
puntualidad,0.7125,0.45625000000000004
crook (stick),0.46424999999999994,0.23487499999999994
We simply can’t afford to lose you.,0.46499999999999997,0.535
parish,0.375,0.30625
ignorować,0.31500000000000006,0.3849999999999999
abdomen,0.50625,0.51875
vanity,0.272125,0.4392499999999999
ampliar,0.58125,0.53125
greatness,0.845,0.42874999999999996
"Um, that you would need to go home and get another form of ID and come back.",0.375,0.5
sleur,0.19921875,0.244140625
raise (increase),0.728,0.603
Stress,0.314453125,0.59722225
samorealizacja,0.765,0.41500000000000015
clan,0.30645161290322626,0.41015625
sentencia,0.3125,0.775
"Joe, do you think he knew I loved him?",0.375,0.375
ding,0.392578125,0.279296875
kin,0.6836249999999999,0.45225000000000004
draught,0.310375,0.38787499999999997
grunt,0.335,0.3575
esbozo,0.51875,0.4625
Really looking forward to the Children's Music Compition in Mauldin on the 20th. So excited. The kids have been working so hard and doing such a great job. Their preformance is going to be exstreme. Wait and see.,0.6875,0.1875
carnaval,0.4921875,0.603515625
fall,0.272125,0.38975000000000004
voluntaria,0.7375,0.43125
dobrotliwy,0.7099999999999999,0.31
"arunrob@gmail.com October 13, 2010 at 12:39 PM",0.47,0.21750000000000003
Ray and Zheng exchanged another glance.,0.525,0.5
It overrides it entirely.,0.44999999999999996,0.5
cinematografía,0.78125,0.525
"I'm just not. I mean, I'm sorry, it just-they're still fish to me.",0.125,0.625
Treppe,0.48828125,0.15625
draai,0.380859375,0.431640625
log (wood),0.53925,0.2955
groove,0.665,0.54125
graaf,0.384765625,0.36328125
hesitate,0.375,0.37
túmulo,0.46875,0.52625
"On London's Stock Exchange, Reuters shares rose five pence to 913 pence ($14.43).",0.595,0.595
Chyba  najbardziej człowiekowi zależy na zadowoleniu z siebie.,0.67375,0.39375000000000004
David isn't alone: he's got the support (and companionship) of a growing group of gamechangers.,0.53,0.53
"In fact, the chord progression of the first four measures of Example 19 can be thought of tonally as I-vi-V in F major—while we are reluctant to say that this passage is in major (the conspicuous A♭ in measure 490 easily brings doubt to this interpretation), we can certainly say that the minor flare of the beginning has been replaced by a major flare here in the recapitulation.",0.5,0.5
controlador,0.35625,0.7625
wield,0.47750000000000004,0.44125000000000003
duel,0.50625,0.56875
enraged,0.14637499999999998,0.71075
kool,0.375,0.28174603174603124
poisoned,0.11787500000000001,0.53925
fruta,0.76875,0.35
domination,0.32125,0.5
galán,0.68125,0.6375
psalm,0.3730158730158725,0.22379032258064502
"There's babies over there, though, that need mothers.",0.375,0.375
Portugalia,0.6549999999999999,0.31499999999999995
"help Kate out with like planning stuff. I mean, if you want to.  I mean, you guys are good friends anyway so I figured, you know, if you guys want to like -- I mean, you know, I'm sure you enjoy that kind of thing.",0.625,0.625
This is apparent through Japanese haiku as well as the art of ink painting in both China and Japan.,0.5,0.4
Give me the browns.,0.75,0.625
impulso,0.55,0.75
leg,0.6525,0.21875
wylękniony,0.2724999999999999,0.4872448979591837
tradición,0.65625,0.49375
dermatitis,0.21875,0.6875
lop,0.475,0.44375
proyección,0.6375,0.55625
"Yes, I do.",0.5,0.5
lung,0.48,0.20500000000000002
viaggio,0.7760416666666666,0.515625
piek,0.458984375,0.43359375
wedlock,0.5925,0.43125
I asked.,0.525,0.44999999999999996
tabernáculo,0.46875,0.51375
sproet,0.416015625,0.31640625
address (speak to),0.569875,0.375
genie,0.6375,0.42625
dormir,0.8625,0.07500000000000001
Cindy?  Cindy what?,0.25,0.5
"She really cared about you, you know.",0.375,0.375
